mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
362,1,1,total,flux,0.05389650212683376,0.0002428254101383036
362,1,1,total,"(n,Xt)",0.0,0.0
362,1,1,total,heating-local,0.0,0.0
362,1,1,total,absorption,0.009390154102057267,0.00151958916065229
363,1,1,total,flux,0.055964047456226296,0.00026972656318276163
363,1,1,total,"(n,Xt)",0.0,0.0
363,1,1,total,heating-local,0.0,0.0
363,1,1,total,absorption,0.008790038224451577,0.0011520968931287684
364,1,1,total,flux,0.0573493694550418,0.0002250328562282335
364,1,1,total,"(n,Xt)",0.0,0.0
364,1,1,total,heating-local,0.0,0.0
364,1,1,total,absorption,0.008838769424598625,0.0011252332349148979
365,1,1,total,flux,0.05893952375826317,0.00017476206679851487
365,1,1,total,"(n,Xt)",0.0,0.0
365,1,1,total,heating-local,0.0,0.0
365,1,1,total,absorption,0.009104532182837593,0.0012224100247119694
366,1,1,total,flux,0.06058060751547154,0.0002263836795362487
366,1,1,total,"(n,Xt)",0.0,0.0
366,1,1,total,heating-local,0.0,0.0
366,1,1,total,absorption,0.009255293419105337,0.0011589142367918659
367,1,1,total,flux,0.06259064909892358,0.00024770223925726394
367,1,1,total,"(n,Xt)",0.0,0.0
367,1,1,total,heating-local,0.0,0.0
367,1,1,total,absorption,0.01069961105869304,0.0026574389708585444
368,1,1,total,flux,0.06433748674140127,0.00025634426379164514
368,1,1,total,"(n,Xt)",0.0,0.0
368,1,1,total,heating-local,0.0,0.0
368,1,1,total,absorption,0.011714951946406638,0.003664621472043826
369,1,1,total,flux,0.06620610496284363,0.0002761423145916477
369,1,1,total,"(n,Xt)",0.0,0.0
369,1,1,total,heating-local,0.0,0.0
369,1,1,total,absorption,0.011533967322554678,0.003623779498964286
370,1,1,total,flux,0.06868046976308022,0.00028930931004221306
370,1,1,total,"(n,Xt)",0.0,0.0
370,1,1,total,heating-local,0.0,0.0
370,1,1,total,absorption,0.011796844715686719,0.003654165254311718
371,1,1,total,flux,0.07089122497010512,0.0003449566741753933
371,1,1,total,"(n,Xt)",0.0,0.0
371,1,1,total,heating-local,0.0,0.0
371,1,1,total,absorption,0.01421003051952345,0.004736536898123375
372,1,1,total,flux,0.07360040270403213,0.000367919317609281
372,1,1,total,"(n,Xt)",0.0,0.0
372,1,1,total,heating-local,0.0,0.0
372,1,1,total,absorption,0.013434593382163827,0.003619798449331096
373,1,1,total,flux,0.07649172171447358,0.0003901471373964691
373,1,1,total,"(n,Xt)",0.0,0.0
373,1,1,total,heating-local,0.0,0.0
373,1,1,total,absorption,0.013419745281923575,0.003485240444268228
374,1,1,total,flux,0.07937876328433793,0.00033037585268007086
374,1,1,total,"(n,Xt)",0.0,0.0
374,1,1,total,heating-local,0.0,0.0
374,1,1,total,absorption,0.01235484865355102,0.0034404482440505042
375,1,1,total,flux,0.08288712669604385,0.0004291737752182923
375,1,1,total,"(n,Xt)",0.0,0.0
375,1,1,total,heating-local,0.0,0.0
375,1,1,total,absorption,0.014857780911577129,0.0036328582214990306
376,1,1,total,flux,0.08661225256762631,0.0003474447225921709
376,1,1,total,"(n,Xt)",0.0,0.0
376,1,1,total,heating-local,0.0,0.0
376,1,1,total,absorption,0.013169717674652706,0.0032721790487240036
377,1,1,total,flux,0.09056359502860986,0.00046242717681743484
377,1,1,total,"(n,Xt)",0.0,0.0
377,1,1,total,heating-local,0.0,0.0
377,1,1,total,absorption,0.013673673044018786,0.0032537172432281405
378,1,1,total,flux,0.09429530878773609,0.00045736270703162645
378,1,1,total,"(n,Xt)",0.0,0.0
378,1,1,total,heating-local,0.0,0.0
378,1,1,total,absorption,0.01442455916309555,0.0031375378483007527
379,1,1,total,flux,0.09904912261969329,0.0003980265054439666
379,1,1,total,"(n,Xt)",0.0,0.0
379,1,1,total,heating-local,0.0,0.0
379,1,1,total,absorption,0.01427972325121539,0.0031333210360697133
380,1,1,total,flux,0.10394002756206397,0.00035748868510102934
380,1,1,total,"(n,Xt)",0.0,0.0
380,1,1,total,heating-local,0.0,0.0
380,1,1,total,absorption,0.013204931735631151,0.0031725215160284216
381,1,1,total,flux,0.10970216013162537,0.00048461556032743184
381,1,1,total,"(n,Xt)",0.0,0.0
381,1,1,total,heating-local,0.0,0.0
381,1,1,total,absorption,0.013965945645758773,0.0037511676775557313
382,1,1,total,flux,0.11586099011935871,0.0005179693760311796
382,1,1,total,"(n,Xt)",0.0,0.0
382,1,1,total,heating-local,0.0,0.0
382,1,1,total,absorption,0.014358008529442995,0.0037833159771547458
383,1,1,total,flux,0.12210223691187608,0.0005407212912901234
383,1,1,total,"(n,Xt)",0.0,0.0
383,1,1,total,heating-local,0.0,0.0
383,1,1,total,absorption,0.013572745404161984,0.003597293709294905
384,1,1,total,flux,0.1296811650880974,0.0005056609276665312
384,1,1,total,"(n,Xt)",0.0,0.0
384,1,1,total,heating-local,0.0,0.0
384,1,1,total,absorption,0.014105731534589558,0.0033260873752806236
385,1,1,total,flux,0.13762657140710235,0.0005111920056856402
385,1,1,total,"(n,Xt)",0.0,0.0
385,1,1,total,heating-local,0.0,0.0
385,1,1,total,absorption,0.014341428781048788,0.00350403435706928
386,1,1,total,flux,0.14773486750727566,0.00047812417400554
386,1,1,total,"(n,Xt)",0.0,0.0
386,1,1,total,heating-local,0.0,0.0
386,1,1,total,absorption,0.014328257558347093,0.003416312467353764
387,1,1,total,flux,0.1575365431150141,0.0003592550605885091
387,1,1,total,"(n,Xt)",0.0,0.0
387,1,1,total,heating-local,0.0,0.0
387,1,1,total,absorption,0.012287989944685117,0.0032269352789855796
388,1,1,total,flux,0.16906364457246553,0.000516479851940053
388,1,1,total,"(n,Xt)",0.0,0.0
388,1,1,total,heating-local,0.0,0.0
388,1,1,total,absorption,0.012503926031660667,0.0031035456932198267
389,1,1,total,flux,0.18327787566157844,0.0005789912419786334
389,1,1,total,"(n,Xt)",0.0,0.0
389,1,1,total,heating-local,0.0,0.0
389,1,1,total,absorption,0.012428681652989026,0.0030761132716640807
390,1,1,total,flux,0.19923828593192955,0.00040810696727727925
390,1,1,total,"(n,Xt)",0.0,0.0
390,1,1,total,heating-local,0.0,0.0
390,1,1,total,absorption,0.012230080646585062,0.0032112597282312294
391,1,1,total,flux,0.21796658448811307,0.0009637273130017775
391,1,1,total,"(n,Xt)",0.0,0.0
391,1,1,total,heating-local,0.0,0.0
391,1,1,total,absorption,0.012411300434190996,0.003204600974876871
392,1,1,total,flux,0.2401913243021217,0.0007004210407914319
392,1,1,total,"(n,Xt)",0.0,0.0
392,1,1,total,heating-local,0.0,0.0
392,1,1,total,absorption,0.013028089084888159,0.0033097800728702914
393,1,1,total,flux,0.2672111043335989,0.0010391609342454704
393,1,1,total,"(n,Xt)",0.0,0.0
393,1,1,total,heating-local,0.0,0.0
393,1,1,total,absorption,0.012782788090210023,0.0033515725695716482
394,1,1,total,flux,0.2997682615334466,0.0012231273564797939
394,1,1,total,"(n,Xt)",0.0,0.0
394,1,1,total,heating-local,0.0,0.0
394,1,1,total,absorption,0.013137217692322501,0.0033949315733331972
395,1,1,total,flux,0.3411997504535481,0.0013105592930030437
395,1,1,total,"(n,Xt)",0.0,0.0
395,1,1,total,heating-local,0.0,0.0
395,1,1,total,absorption,0.013256739675765938,0.002944213521723404
396,1,1,total,flux,0.39432443841196696,0.0014956318939217499
396,1,1,total,"(n,Xt)",0.0,0.0
396,1,1,total,heating-local,0.0,0.0
396,1,1,total,absorption,0.013690652333631703,0.002935749884472704
397,1,1,total,flux,0.46296508618945803,0.0016681566969120438
397,1,1,total,"(n,Xt)",0.0,0.0
397,1,1,total,heating-local,0.0,0.0
397,1,1,total,absorption,0.013370330897959457,0.002966735293839675
398,1,1,total,flux,0.5701172518916999,0.0016058081560363206
398,1,1,total,"(n,Xt)",0.0,0.0
398,1,1,total,heating-local,0.0,0.0
398,1,1,total,absorption,0.012961104797019587,0.003110766211925904
399,1,1,total,flux,0.7769309893337811,0.0022731249015848325
399,1,1,total,"(n,Xt)",0.0,0.0
399,1,1,total,heating-local,0.0,0.0
399,1,1,total,absorption,0.012545015051934833,0.0018351117951485967
400,1,1,total,flux,1.1268740499396586,0.0019508933251495414
400,1,1,total,"(n,Xt)",0.0,0.0
400,1,1,total,heating-local,0.0,0.0
400,1,1,total,absorption,0.010329826062713529,0.0009126561993754148
401,1,1,total,flux,0.6930727686465016,0.0015632361069702636
401,1,1,total,"(n,Xt)",0.0,0.0
401,1,1,total,heating-local,0.0,0.0
401,1,1,total,absorption,0.010203539834108398,0.0009562854773901269
402,1,1,total,flux,0.5346065907664628,0.0012278346565510988
402,1,1,total,"(n,Xt)",0.0,0.0
402,1,1,total,heating-local,0.0,0.0
402,1,1,total,absorption,0.010840705834663247,0.0007369370689276773
403,1,1,total,flux,0.44321570218486384,0.001233968044440729
403,1,1,total,"(n,Xt)",0.0,0.0
403,1,1,total,heating-local,0.0,0.0
403,1,1,total,absorption,0.010328285601623074,0.0010473702118482676
404,1,1,total,flux,0.37968243518602257,0.0012517141058989492
404,1,1,total,"(n,Xt)",0.0,0.0
404,1,1,total,heating-local,0.0,0.0
404,1,1,total,absorption,0.010329485490909698,0.0006114579246204031
405,1,1,total,flux,0.3316117880733415,0.0009139294453331296
405,1,1,total,"(n,Xt)",0.0,0.0
405,1,1,total,heating-local,0.0,0.0
405,1,1,total,absorption,0.010793059625019117,0.0007995007929706022
406,1,1,total,flux,0.29388275941560627,0.0006726322822780857
406,1,1,total,"(n,Xt)",0.0,0.0
406,1,1,total,heating-local,0.0,0.0
406,1,1,total,absorption,0.011534615439705137,0.0008452865405190363
407,1,1,total,flux,0.2635884030842105,0.0006434780834406723
407,1,1,total,"(n,Xt)",0.0,0.0
407,1,1,total,heating-local,0.0,0.0
407,1,1,total,absorption,0.011197680613208992,0.0009704025792877188
408,1,1,total,flux,0.23893962152325784,0.0005309987229258172
408,1,1,total,"(n,Xt)",0.0,0.0
408,1,1,total,heating-local,0.0,0.0
408,1,1,total,absorption,0.011240569282307825,0.0009108358666917139
409,1,1,total,flux,0.21804762525886737,0.0004982210486866583
409,1,1,total,"(n,Xt)",0.0,0.0
409,1,1,total,heating-local,0.0,0.0
409,1,1,total,absorption,0.01200865459725442,0.0008234542985266055
410,1,1,total,flux,0.20089493721368973,0.0005496076893741255
410,1,1,total,"(n,Xt)",0.0,0.0
410,1,1,total,heating-local,0.0,0.0
410,1,1,total,absorption,0.011693620361971756,0.0008389268429986854
411,1,1,total,flux,0.18571451410855636,0.0005164078977220782
411,1,1,total,"(n,Xt)",0.0,0.0
411,1,1,total,heating-local,0.0,0.0
411,1,1,total,absorption,0.01076032174156428,0.0007793928384009243
412,1,1,total,flux,0.17302274191953398,0.0005136213666409336
412,1,1,total,"(n,Xt)",0.0,0.0
412,1,1,total,heating-local,0.0,0.0
412,1,1,total,absorption,0.011111534812012028,0.0007715865632005548
413,1,1,total,flux,0.16156088018048193,0.0005815660239972595
413,1,1,total,"(n,Xt)",0.0,0.0
413,1,1,total,heating-local,0.0,0.0
413,1,1,total,absorption,0.01148257643232296,0.0007344840641189558
414,1,1,total,flux,0.1511397680563851,0.0006144538607598587
414,1,1,total,"(n,Xt)",0.0,0.0
414,1,1,total,heating-local,0.0,0.0
414,1,1,total,absorption,0.0111131577960021,0.0006307055299170575
415,1,1,total,flux,0.14206783531862532,0.0005061623992605295
415,1,1,total,"(n,Xt)",0.0,0.0
415,1,1,total,heating-local,0.0,0.0
415,1,1,total,absorption,0.010745911921252491,0.0009138696914434429
416,1,1,total,flux,0.13479533461597026,0.0005064984180865969
416,1,1,total,"(n,Xt)",0.0,0.0
416,1,1,total,heating-local,0.0,0.0
416,1,1,total,absorption,0.01135875587706553,0.0012307831906196317
417,1,1,total,flux,0.12811368067180434,0.00045718079835292566
417,1,1,total,"(n,Xt)",0.0,0.0
417,1,1,total,heating-local,0.0,0.0
417,1,1,total,absorption,0.010948139678407956,0.0007309180979297571
418,1,1,total,flux,0.12155170066156147,0.0004573085346186401
418,1,1,total,"(n,Xt)",0.0,0.0
418,1,1,total,heating-local,0.0,0.0
418,1,1,total,absorption,0.010688381771265635,0.0008237438355014798
419,1,1,total,flux,0.11564405576787622,0.0003914825814187332
419,1,1,total,"(n,Xt)",0.0,0.0
419,1,1,total,heating-local,0.0,0.0
419,1,1,total,absorption,0.010496301261588981,0.0009297767089242151
420,1,1,total,flux,0.10993423616066819,0.0003650059037246173
420,1,1,total,"(n,Xt)",0.0,0.0
420,1,1,total,heating-local,0.0,0.0
420,1,1,total,absorption,0.010542142933227224,0.0009951705924265994
421,1,1,total,flux,0.1057324022035602,0.0003113896156261443
421,1,1,total,"(n,Xt)",0.0,0.0
421,1,1,total,heating-local,0.0,0.0
421,1,1,total,absorption,0.03480958108185373,0.02263400039326407
422,1,1,total,flux,0.10194058928155789,0.00022589036006058445
422,1,1,total,"(n,Xt)",0.0,0.0
422,1,1,total,heating-local,0.0,0.0
422,1,1,total,absorption,0.04197063445632256,0.028380608095290336
423,1,1,total,flux,0.09783323784207133,0.00035732005404240375
423,1,1,total,"(n,Xt)",0.0,0.0
423,1,1,total,heating-local,0.0,0.0
423,1,1,total,absorption,0.03282018781401584,0.019313318577458792
424,1,1,total,flux,0.09453607163786396,0.00025230910600958955
424,1,1,total,"(n,Xt)",0.0,0.0
424,1,1,total,heating-local,0.0,0.0
424,1,1,total,absorption,0.03176815041931235,0.015495777900788755
425,1,1,total,flux,0.09131016191395755,0.00030987087016206
425,1,1,total,"(n,Xt)",0.0,0.0
425,1,1,total,heating-local,0.0,0.0
425,1,1,total,absorption,0.02771957547757641,0.013485324196317752
426,1,1,total,flux,0.08810118648746558,0.00043740281849645414
426,1,1,total,"(n,Xt)",0.0,0.0
426,1,1,total,heating-local,0.0,0.0
426,1,1,total,absorption,0.03525236343002154,0.014762662852369705
427,1,1,total,flux,0.08568770638031066,0.0004601595786871431
427,1,1,total,"(n,Xt)",0.0,0.0
427,1,1,total,heating-local,0.0,0.0
427,1,1,total,absorption,0.040637279139557794,0.01958580423168018
428,1,1,total,flux,0.08309024038407342,0.0004460841295385557
428,1,1,total,"(n,Xt)",0.0,0.0
428,1,1,total,heating-local,0.0,0.0
428,1,1,total,absorption,0.04137319116164629,0.018938170536671996
429,1,1,total,flux,0.08041839092257082,0.0003304764165665394
429,1,1,total,"(n,Xt)",0.0,0.0
429,1,1,total,heating-local,0.0,0.0
429,1,1,total,absorption,0.038491302799743526,0.017769946511306794
430,1,1,total,flux,0.07829697087528137,0.0004549657352795639
430,1,1,total,"(n,Xt)",0.0,0.0
430,1,1,total,heating-local,0.0,0.0
430,1,1,total,absorption,0.03406070348545767,0.017160280619656115
431,1,1,total,flux,0.0760560500186449,0.00037952339676941267
431,1,1,total,"(n,Xt)",0.0,0.0
431,1,1,total,heating-local,0.0,0.0
431,1,1,total,absorption,0.035187309143160726,0.016535678472813176
432,1,1,total,flux,0.0742767671216519,0.0003293058022462739
432,1,1,total,"(n,Xt)",0.0,0.0
432,1,1,total,heating-local,0.0,0.0
432,1,1,total,absorption,0.03476977454175293,0.016838644586085114
433,1,1,total,flux,0.07218212215171,0.0003849757738360623
433,1,1,total,"(n,Xt)",0.0,0.0
433,1,1,total,heating-local,0.0,0.0
433,1,1,total,absorption,0.031458322601407365,0.015786050112183512
434,1,1,total,flux,0.07040838655288517,0.00041294733905826225
434,1,1,total,"(n,Xt)",0.0,0.0
434,1,1,total,heating-local,0.0,0.0
434,1,1,total,absorption,0.01765638959013102,0.0024727695941024865
435,1,1,total,flux,0.0689119906364562,0.0004544350754923538
435,1,1,total,"(n,Xt)",0.0,0.0
435,1,1,total,heating-local,0.0,0.0
435,1,1,total,absorption,0.016912219825193905,0.00202546326450023
436,1,1,total,flux,0.06770268733840079,0.0004755262283114106
436,1,1,total,"(n,Xt)",0.0,0.0
436,1,1,total,heating-local,0.0,0.0
436,1,1,total,absorption,0.014222087405665204,0.0022347793738573068
437,1,1,total,flux,0.06592126291400899,0.00029102837988286245
437,1,1,total,"(n,Xt)",0.0,0.0
437,1,1,total,heating-local,0.0,0.0
437,1,1,total,absorption,0.014205394953273076,0.002320651253007186
438,1,1,total,flux,0.06474706807703513,0.0003790909480474228
438,1,1,total,"(n,Xt)",0.0,0.0
438,1,1,total,heating-local,0.0,0.0
438,1,1,total,absorption,0.01467365547909753,0.002498566670562997
439,1,1,total,flux,0.06379642342307489,0.0003616056563988506
439,1,1,total,"(n,Xt)",0.0,0.0
439,1,1,total,heating-local,0.0,0.0
439,1,1,total,absorption,0.013699984979904989,0.002324650140698233
440,1,1,total,flux,0.06227864587405722,0.00040311350393290336
440,1,1,total,"(n,Xt)",0.0,0.0
440,1,1,total,heating-local,0.0,0.0
440,1,1,total,absorption,0.013365198258194388,0.002100202013277183
441,1,1,total,flux,0.06104558305566785,0.0002476356709949252
441,1,1,total,"(n,Xt)",0.0,0.0
441,1,1,total,heating-local,0.0,0.0
441,1,1,total,absorption,0.0132977582781559,0.002101415110500125
442,1,1,total,flux,0.05980342142763897,0.00036504845875401853
442,1,1,total,"(n,Xt)",0.0,0.0
442,1,1,total,heating-local,0.0,0.0
442,1,1,total,absorption,0.013910736815044497,0.0020556336007009346
443,1,1,total,flux,0.05885545618652068,0.00037194321375397883
443,1,1,total,"(n,Xt)",0.0,0.0
443,1,1,total,heating-local,0.0,0.0
443,1,1,total,absorption,0.013984787521602902,0.0021210824624084638
444,1,1,total,flux,0.05762298718686511,0.0003390939598453717
444,1,1,total,"(n,Xt)",0.0,0.0
444,1,1,total,heating-local,0.0,0.0
444,1,1,total,absorption,0.013750800253891892,0.002129179109165951
445,1,1,total,flux,0.05718630495898095,0.0002864923516598453
445,1,1,total,"(n,Xt)",0.0,0.0
445,1,1,total,heating-local,0.0,0.0
445,1,1,total,absorption,0.013342956260329256,0.0020675499240226697
446,1,1,total,flux,0.05623256197982,0.0003311744474034223
446,1,1,total,"(n,Xt)",0.0,0.0
446,1,1,total,heating-local,0.0,0.0
446,1,1,total,absorption,0.015912396289866546,0.0019621513698325124
447,1,1,total,flux,0.05534539244628236,0.0003581271142616214
447,1,1,total,"(n,Xt)",0.0,0.0
447,1,1,total,heating-local,0.0,0.0
447,1,1,total,absorption,0.01647315545453188,0.0021936485392320053
448,1,1,total,flux,0.05451056690063918,0.00035929559940757873
448,1,1,total,"(n,Xt)",0.0,0.0
448,1,1,total,heating-local,0.0,0.0
448,1,1,total,absorption,0.01878281637687666,0.002024141305796308
449,1,1,total,flux,0.05402531006416829,0.0003035427537107306
449,1,1,total,"(n,Xt)",0.0,0.0
449,1,1,total,heating-local,0.0,0.0
449,1,1,total,absorption,0.014890741985885234,0.00200974475624368
450,1,1,total,flux,0.053006626117969136,0.00033104507801384714
450,1,1,total,"(n,Xt)",0.0,0.0
450,1,1,total,heating-local,0.0,0.0
450,1,1,total,absorption,0.014355894462505825,0.0022243182866234956
451,1,1,total,flux,0.052661540760448024,0.00036324647149097784
451,1,1,total,"(n,Xt)",0.0,0.0
451,1,1,total,heating-local,0.0,0.0
451,1,1,total,absorption,0.013742282008520127,0.0020605668650276856
452,1,1,total,flux,0.051709941811109036,0.00033614389530123084
452,1,1,total,"(n,Xt)",0.0,0.0
452,1,1,total,heating-local,0.0,0.0
452,1,1,total,absorption,0.01542384686528668,0.002727704531519127
453,1,1,total,flux,0.051132710415926166,0.0002855626432295305
453,1,1,total,"(n,Xt)",0.0,0.0
453,1,1,total,heating-local,0.0,0.0
453,1,1,total,absorption,0.014375143551292546,0.0017281693017338403
454,1,1,total,flux,0.050396909554594436,0.00037583223988023003
454,1,1,total,"(n,Xt)",0.0,0.0
454,1,1,total,heating-local,0.0,0.0
454,1,1,total,absorption,0.014379090744333856,0.00198245896087205
455,1,1,total,flux,0.04990769812706065,0.00039184871228594966
455,1,1,total,"(n,Xt)",0.0,0.0
455,1,1,total,heating-local,0.0,0.0
455,1,1,total,absorption,0.015258011512906849,0.002655680390317371
456,1,1,total,flux,0.049311271055149,0.0003063935489276338
456,1,1,total,"(n,Xt)",0.0,0.0
456,1,1,total,heating-local,0.0,0.0
456,1,1,total,absorption,0.017131410591474338,0.003499388394285628
457,1,1,total,flux,0.04865805593807232,0.00037498286961223253
457,1,1,total,"(n,Xt)",0.0,0.0
457,1,1,total,heating-local,0.0,0.0
457,1,1,total,absorption,0.015713226068839087,0.0023830768546650332
458,1,1,total,flux,0.048332839097094724,0.00036200561071636625
458,1,1,total,"(n,Xt)",0.0,0.0
458,1,1,total,heating-local,0.0,0.0
458,1,1,total,absorption,0.01347146872447888,0.002321872644602874
459,1,1,total,flux,0.048127996054016825,0.00031764253826467874
459,1,1,total,"(n,Xt)",0.0,0.0
459,1,1,total,heating-local,0.0,0.0
459,1,1,total,absorption,0.013689258956887851,0.0023742255323226597
460,1,1,total,flux,0.04749129556268246,0.0002572705384405835
460,1,1,total,"(n,Xt)",0.0,0.0
460,1,1,total,heating-local,0.0,0.0
460,1,1,total,absorption,0.013565239000824694,0.0023579988119486204
461,1,1,total,flux,0.04720978875353141,0.00025707130707627385
461,1,1,total,"(n,Xt)",0.0,0.0
461,1,1,total,heating-local,0.0,0.0
461,1,1,total,absorption,0.013676969408356051,0.0021306012328676954
462,1,1,total,flux,0.046966937192828004,0.0003864963073232239
462,1,1,total,"(n,Xt)",0.0,0.0
462,1,1,total,heating-local,0.0,0.0
462,1,1,total,absorption,0.013821160251555706,0.002289176041234561
463,1,1,total,flux,0.04664599424403502,0.0002903933750568926
463,1,1,total,"(n,Xt)",0.0,0.0
463,1,1,total,heating-local,0.0,0.0
463,1,1,total,absorption,0.01390187187420002,0.0023454555234642353
464,1,1,total,flux,0.04616843349046972,0.0001916522160623776
464,1,1,total,"(n,Xt)",0.0,0.0
464,1,1,total,heating-local,0.0,0.0
464,1,1,total,absorption,0.013699155140550914,0.0024207264996887736
465,1,1,total,flux,0.04594606439839968,0.00022660054052643706
465,1,1,total,"(n,Xt)",0.0,0.0
465,1,1,total,heating-local,0.0,0.0
465,1,1,total,absorption,0.014583773576655818,0.0025060319238893163
466,1,1,total,flux,0.045689290120379616,0.0002499901861354425
466,1,1,total,"(n,Xt)",0.0,0.0
466,1,1,total,heating-local,0.0,0.0
466,1,1,total,absorption,0.015293023076395445,0.002667090096271423
467,1,1,total,flux,0.045557535620267355,0.0003385500965038535
467,1,1,total,"(n,Xt)",0.0,0.0
467,1,1,total,heating-local,0.0,0.0
467,1,1,total,absorption,0.017846157962142638,0.0027227035596418176
468,1,1,total,flux,0.04490411822994368,0.0002732942308256749
468,1,1,total,"(n,Xt)",0.0,0.0
468,1,1,total,heating-local,0.0,0.0
468,1,1,total,absorption,0.017696582100252274,0.002772762683647495
469,1,1,total,flux,0.04507792242368701,0.0002832813240334366
469,1,1,total,"(n,Xt)",0.0,0.0
469,1,1,total,heating-local,0.0,0.0
469,1,1,total,absorption,0.017358472392285815,0.0029850562702606214
470,1,1,total,flux,0.04472356483753288,0.0003698023315165897
470,1,1,total,"(n,Xt)",0.0,0.0
470,1,1,total,heating-local,0.0,0.0
470,1,1,total,absorption,0.018691536029926143,0.0038356996753531785
471,1,1,total,flux,0.04444159051385535,0.0002885389584381058
471,1,1,total,"(n,Xt)",0.0,0.0
471,1,1,total,heating-local,0.0,0.0
471,1,1,total,absorption,0.016914165951915517,0.003885504317277407
472,1,1,total,flux,0.044314409498408716,0.0002733050649496841
472,1,1,total,"(n,Xt)",0.0,0.0
472,1,1,total,heating-local,0.0,0.0
472,1,1,total,absorption,0.01538454383364136,0.0022300616878939564
473,1,1,total,flux,0.04378417200500623,0.0002740893215701428
473,1,1,total,"(n,Xt)",0.0,0.0
473,1,1,total,heating-local,0.0,0.0
473,1,1,total,absorption,0.017386923250837842,0.0026727128003059195
474,1,1,total,flux,0.044099902942939875,0.000384338659407394
474,1,1,total,"(n,Xt)",0.0,0.0
474,1,1,total,heating-local,0.0,0.0
474,1,1,total,absorption,0.016202195272734372,0.002304142197147597
475,1,1,total,flux,0.04381540238256864,0.0002639461875265022
475,1,1,total,"(n,Xt)",0.0,0.0
475,1,1,total,heating-local,0.0,0.0
475,1,1,total,absorption,0.0161309641294037,0.0022528842475993617
476,1,1,total,flux,0.04349973205582639,0.0003480527996161273
476,1,1,total,"(n,Xt)",0.0,0.0
476,1,1,total,heating-local,0.0,0.0
476,1,1,total,absorption,0.016031250159019766,0.002491846099280088
477,1,1,total,flux,0.042975173969080495,0.00025618047885152983
477,1,1,total,"(n,Xt)",0.0,0.0
477,1,1,total,heating-local,0.0,0.0
477,1,1,total,absorption,0.015880936826624847,0.0022582835520323376
478,1,1,total,flux,0.04267890262835212,0.00021545763969430047
478,1,1,total,"(n,Xt)",0.0,0.0
478,1,1,total,heating-local,0.0,0.0
478,1,1,total,absorption,0.014838354614834019,0.002238974655656722
479,1,1,total,flux,0.04253164200499654,0.00036885820153799214
479,1,1,total,"(n,Xt)",0.0,0.0
479,1,1,total,heating-local,0.0,0.0
479,1,1,total,absorption,0.013584238544891613,0.0010163152964927028
480,1,1,total,flux,0.042523495890299856,0.0002788315661830164
480,1,1,total,"(n,Xt)",0.0,0.0
480,1,1,total,heating-local,0.0,0.0
480,1,1,total,absorption,0.013882994914004552,0.0011630939723805674
481,1,1,total,flux,0.04254046891609602,0.00033367465164862737
481,1,1,total,"(n,Xt)",0.0,0.0
481,1,1,total,heating-local,0.0,0.0
481,1,1,total,absorption,0.013584996244853442,0.0010116124719296011
482,1,1,total,flux,0.04161555237770949,0.0002963741347902324
482,1,1,total,"(n,Xt)",0.0,0.0
482,1,1,total,heating-local,0.0,0.0
482,1,1,total,absorption,0.012161865175404596,0.001138039899212886
483,1,1,total,flux,0.041902691618823665,0.0002988208645588406
483,1,1,total,"(n,Xt)",0.0,0.0
483,1,1,total,heating-local,0.0,0.0
483,1,1,total,absorption,0.012924436770909237,0.001102567565693602
484,1,1,total,flux,0.04194281337762974,0.0002658636734877313
484,1,1,total,"(n,Xt)",0.0,0.0
484,1,1,total,heating-local,0.0,0.0
484,1,1,total,absorption,0.017974432727458165,0.00478480497556839
485,1,1,total,flux,0.042190802998812206,0.0003025865786219447
485,1,1,total,"(n,Xt)",0.0,0.0
485,1,1,total,heating-local,0.0,0.0
485,1,1,total,absorption,0.02206666348004533,0.007173585015225488
486,1,1,total,flux,0.04207327346002181,0.00039926607324169657
486,1,1,total,"(n,Xt)",0.0,0.0
486,1,1,total,heating-local,0.0,0.0
486,1,1,total,absorption,0.019932429193022058,0.0074065101655196525
487,1,1,total,flux,0.0417953872785797,0.0005156785888899699
487,1,1,total,"(n,Xt)",0.0,0.0
487,1,1,total,heating-local,0.0,0.0
487,1,1,total,absorption,0.020554778122064764,0.0072492322295504745
488,1,1,total,flux,0.041953994483651905,0.0004749146963870947
488,1,1,total,"(n,Xt)",0.0,0.0
488,1,1,total,heating-local,0.0,0.0
488,1,1,total,absorption,0.02277355639249439,0.006980560147137794
489,1,1,total,flux,0.04170551120439764,0.00036532533089413675
489,1,1,total,"(n,Xt)",0.0,0.0
489,1,1,total,heating-local,0.0,0.0
489,1,1,total,absorption,0.017075397353454768,0.002331264537580349
490,1,1,total,flux,0.0421664295354145,0.0003554628592375463
490,1,1,total,"(n,Xt)",0.0,0.0
490,1,1,total,heating-local,0.0,0.0
490,1,1,total,absorption,0.014758085221372752,0.0016547739391701807
491,1,1,total,flux,0.04198084442383311,0.0005034967203205832
491,1,1,total,"(n,Xt)",0.0,0.0
491,1,1,total,heating-local,0.0,0.0
491,1,1,total,absorption,0.014138606163205603,0.0015177214343597143
492,1,1,total,flux,0.041844943789588945,0.0003928440575798493
492,1,1,total,"(n,Xt)",0.0,0.0
492,1,1,total,heating-local,0.0,0.0
492,1,1,total,absorption,0.012725360984707645,0.0010926501829528071
